ROW_ID;ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
43;6962;Crazyhead;ND;En cours;45 min;Howard Overman;Cara Theobold, Tony Curran, Susan Wokoma;;Royaume-Uni;1;10;Alors que certaines personnes meurent et quittent tranquillement le monde des vivants, d’autres ont des affaires inachevées qu’elles souhaitent régler, en prenant possession de corps toujours en vie. La plupart du temps, ces âmes perdues passent inaperçues. Amy est une de ces rares mortels à pouvoir les démasquer. Aidée de Raquel, elle chasse ces démons afin de les renvoyer dans l’autre monde...;https://str01-m.dpstream.media/s/6962/542802.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1476958939.jpg;Série Crazyhead streaming,Crazyhead dpstream, Série Crazyhead HD, Crazyhead streaming VF
44;6961;Dirty Laundry;ND;En cours;45 min;Rachel Lang,  Gavin Strawhan;Tai Berdinner-Blades, Morgan Bradley, Tim Carlsen;;Nouvelle-Zélande;1;9;;https://str01-m.dpstream.media/s/6961/dirty_laundry-1476958668.jpg;Série Dirty Laundry streaming,Dirty Laundry dpstream, Série Dirty Laundry HD, Dirty Laundry streaming VF
45;6960;Him;ND;En cours;45 min;Paula Milne;Fionn Whitehead, Simona Brown, James Murray (XIII);;Royaume-Uni;1;3;Piégé entre l'enfance et l'adolescence, HIM, 17 ans, a du mal à trouver sa place dans ses deux familles. Ses parents, divorcés, ont refait leurs vies. Il ne reste plus que lui, dernier souvenir, dernier échec de leur passé. Comme toute personne de son âge, le jeune homme doit faire face à un flot d'émotions plus ou moins confuses, mais il garde aussi un très lourd secret : un pouvoir psychique hérité de son grand-père. Seule sa grand-mère est à même de le comprendre et le supplie d'utliser son don pour faire 'le bien', sinon les conséquences pourraient être catastrophiques.;https://str01-m.dpstream.media/s/6960/him-1476958432.jpg;Série Him streaming,Him dpstream, Série Him HD, Him streaming VF
46;6959;Le Meilleur pâtissier Spécial Célébrités;ND;En cours;90 min;Groupe M6;Cyril Lignac, Jacqueline Mercorelli, Faustine Bollaert;;France;2;6;"Plusieurs célébrités s’affrontent au cours d’épreuves bien connues des téléspectateurs et se soumettent au jugement de l'histo­rique duo gagnant composé de Cyril Lignac et de la blogueuse culinaire Mercotte. 
Tout ce petit monde sera genti­ment chapeauté par Faustine Bollaert.

- Saison 01 (Mai / Juin 2016)
- Saison 02 (prévision Octobre 2017)";https://str01-m.dpstream.media/s/6959/zzaf---le-meilleur-pâtissier-spécial-célébrités-1476832431.jpg;Série Le Meilleur pâtissier Spécial Célébrités streaming,Le Meilleur pâtissier Spécial Célébrités dpstream, Série Le Meilleur pâtissier Spécial Célébrités HD, Le Meilleur pâtissier Spécial Célébrités streaming VF
47;6958;Shoot the Messenger;ND;En cours;45 min;Jennifer Holness,  Sudz Sutherland;Lucas Bryant, Elyse Levesque, Lyriq Bent;;Canada;1;8;Une jeune journaliste pleine d'ambition est témoin d'un meurtre et se retrouve ainsi impliquée dans le monde dangereux de la criminalité, qui s'étend même jusqu'aux grandes entreprises et instances politiques.;https://str01-m.dpstream.media/s/6958/098020.jpg-c_160_214_x-f_jpg-q_x-xxyxx-1476864364.jpg;Série Shoot the Messenger streaming,Shoot the Messenger dpstream, Série Shoot the Messenger HD, Shoot the Messenger streaming VF
48;6957;Tutankhamun;ND;En cours;45 min;Guy Burt;Sam Neill, Max Irons, Amy Wren;;Royaume-Uni;1;4;Egypte 1905. L'archéologue de renom, Howard Carter, est recruté par l'aristrocrate et égyptologue amateur Lord Carnavon, afin d'explorer la vallée des rois dans le but d'y découvrir le tombeau du pharaon Toutânkhamon. Cependant, les prémices de la Première Guerre Mondiale, les diverses mésaventures et le caractère impulsif de Carter pourraient bien mettre l'expédition en péril...;https://str01-m.dpstream.media/s/6957/tutankhamun-1476702968.jpg;Série Tutankhamun streaming,Tutankhamun dpstream, Série Tutankhamun HD, Tutankhamun streaming VF
49;6956;Graves;ND;En cours;30 min;Joshua Michael Stern;Nick Nolte, Sela Ward, Skylar Astin, Callie Hernandez;;États-Unis;1;10;Margaret Graves, femme de l'ex-président des Etats-Unis Richard Graves, entre en politique alors que son mari joue les Don Quichotte et tente de mettre en lumière les erreurs de son administration vingt ans après son mandat.;https://str01-m.dpstream.media/s/6956/506709.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1476701568.jpg;Série Graves streaming,Graves dpstream, Série Graves HD, Graves streaming VF
50;6955;Eyewitness;ND;En cours;60 min;Adi Hasak;Gil Bellows, Julianne Nicholson, Warren Christie, Tyler Young, James Paxton;;États-Unis;1;10;Deux adolescents se rencontrent secrètement dans une forêt où ils assistent à une fusillade, et échappent de peu à la mort. Cherchant à cacher leur amour, ils gardent le silence, mais se rendent compte qu'on n'oublie pas un meurtre aussi facilement...;https://str01-m.dpstream.media/s/6955/578411.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1476701318.jpg;Série Eyewitness streaming,Eyewitness dpstream, Série Eyewitness HD, Eyewitness streaming VF
51;6954;Sur la trace des Aliens;In Search of Aliens;En cours;42 min;History Channel;Giorgio Tsoukalos;;États-Unis;1;10;Giorgio Tsoukalos présente des hypothèses et des preuves éventuelles d'une vie extraterrestre, créatures mythologiques, et d'autres sujets paranormaux.;https://str01-m.dpstream.media/s/6954/zzaf---sur-la-trace-des-aliens-2014-in-search-of-aliens-1476638818.jpg;Série Sur la trace des Aliens streaming,Sur la trace des Aliens dpstream, Série Sur la trace des Aliens HD, Sur la trace des Aliens streaming VF
52;6953;Kim's Convenience;ND;En cours;22 min;Kevin White,  Ins Choi;Paul Sun-Hyung Lee, Jean Yoon, Simu Liu;;Canada;1;13;Une famille canado-coréenne atypique est en charge d'une épicerie de quartier à Toronto.;https://str01-m.dpstream.media/s/6953/mv5bodqxmmi3zgqtogrlny00mzi3lwe3zmitowrjm2i2yjqyyzgzxkeyxkfqcgdeqxvymzi2mzy;Série Kim's Convenience streaming,Kim's Convenience dpstream, Série Kim's Convenience HD, Kim's Convenience streaming VF
53;6952;Haters Back Off;ND;En cours;30 min;;Harvey Guillen, Colleen Ballinger, Angela Kinsey;;États-Unis;1;8;Inspiré du personnage créé par Colleen Ballinger-Evans, Haters Back Off nous plonge dans la vie délirante de Miranda Sings qui aspire à devenir une célébrité avec une confiance en elle hallucinante malgré la nullité abyssale de son talent. Elle continue à avancer, d'échec en échec, persuadée que la célébrité l'attend.;https://str01-m.dpstream.media/s/6952/haters-1476451558.jpg;Série Haters Back Off streaming,Haters Back Off dpstream, Série Haters Back Off HD, Haters Back Off streaming VF
54;6951;Rosehaven;ND;En cours;30 min;Luke McGregor,  Celia Pacquola;Kris McQuade, Celia Pacquola, Luke McGregor;;Australie;1;8;Daniel et Emma, deux amis proches, retournent dans leur Tasmanie natale pour venir prêter main forte au business de la famille de Daniel.;https://str01-m.dpstream.media/s/6951/rosehaven-1476361258.jpg;Série Rosehaven streaming,Rosehaven dpstream, Série Rosehaven HD, Rosehaven streaming VF
55;6950;Channel Zero;ND;En cours;42 min;Nick Antosca;Paul Schneider, Fiona Shaw, Amy Forsyth;;États-Unis;2;6;Un homme est obsédé par une émission de télé pour enfants des années 80, et commence à soupçonner qu'elle aurait joué un rôle dans les événements meurtriers et cauchemardesques de son enfance.;https://str01-m.dpstream.media/s/6950/569809.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1476273627.jpg;Série Channel Zero streaming,Channel Zero dpstream, Série Channel Zero HD, Channel Zero streaming VF
56;6949;American Housewife;ND;En cours;22 min;Sarah Dunn;Katy Mixon, Johnny Sequoyah, Diedrich Bader;;États-Unis;1;13;Une femme essaie, tant bien que mal, d'élever une famille dysfonctionnelle dans un quartier où résident des épouses aussi parfaites que leurs progénitures respectives.;https://str01-m.dpstream.media/s/6949/297679.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1476273406.jpg;Série American Housewife streaming,American Housewife dpstream, Série American Housewife HD, American Housewife streaming VF
57;6948;Motherland;ND;En cours;30 min;Graham Linehan;Sharon Horgan, Graham Linehan, Helen Linehan, Holly Walsh;;Royaume-Uni;1;1;Motherland suit la vie d'une mère de famille de classe moyenne dans son quotidien.;https://str01-m.dpstream.media/s/6948/motherland-tvshow-season-1-episode-1-online-free-putlocker-1476204301.jpg;Série Motherland streaming,Motherland dpstream, Série Motherland HD, Motherland streaming VF
58;6947;Freakish;ND;En cours;42 min;Beth Szymkowski;Hayes Grier, Leo Howard, Liza Koshy;;États-Unis;1;9;Un groupe de lycéens dans une petite ville des États-Unis doivent se défendre contre des prédateurs mutants qui sont apparus suite à une catastrophe nucléaire.;https://str01-m.dpstream.media/s/6947/489122.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1476174712.jpg;Série Freakish streaming,Freakish dpstream, Série Freakish HD, Freakish streaming VF
59;6946;Insecure;ND;En cours;30 min;Larry Wilmore,  Issa Rae;Lisa Joyce, Issa Rae, Jay Ellis, Yvonne Orji;;États-Unis;1;8;Les expériences quotidiennes savoureuses et parfois surréalistes d’une Afro-Américaine à l’aube de la trentaine et de sa meilleure amie délurée…;https://str01-m.dpstream.media/s/6946/insecure-1476133391.jpg;Série Insecure streaming,Insecure dpstream, Série Insecure HD, Insecure streaming VF
60;6945;Divorce;ND;En cours;42 min;Sharon Horgan;Molly Shannon, Talia Balsam, Sarah Jessica Parker, Thomas Haden Church;;États-Unis;1;10;Frances, une mère de famille new-yorkaise dans la force de l'âge, décide de 'recommencer' sa vie avec l'aide de ses amies Dallas et Diane, et songe même au divorce. Mais son mari ne l'entend pas de cette façon.;https://str01-m.dpstream.media/s/6945/divorce-1475988737.jpg;Série Divorce streaming,Divorce dpstream, Série Divorce HD, Divorce streaming VF
61;6944;The Level;ND;En cours;60 min;Mark Everest,  Andy Goddard;Philip Glenister, Karla Crome, Laura Haddock;;Royaume-Uni;1;6;Depuis des années, une agent de police prénommée Nancy mène un double jeu, mêlant avec difficulté sa carrière dans les forces de l'ordre et sa relation complexe avec Frank Le Saux, un businessman baignant dans le trafic de drogues. Lorsque ce dernier est retrouvé mort, la jeune femme est alors au centre d'une investigation qui va la mettre plus que jamais en danger.;https://str01-m.dpstream.media/s/6944/079525.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1476095085.jpg;Série The Level streaming,The Level dpstream, Série The Level HD, The Level streaming VF
62;6943;Stupéfiant !;ND;En cours;90 min;France 2;Léa Salamé;;France;1;10;"«Stupéfiant !», le nouveau magazine culturel présenté par Léa Salamé sur France 2.
Les manières de raconter et faire vivre la culture à la télévision évoluent. «Stupéfiant !», le nouveau magazine culturel présenté par Léa Salamé, célèbre le beau, le rock, les icônes, le populaire et toutes les composantes de la culture, avec la même exigence qu'un magazine d'actualité ou d'enquête. Au programme, des grands reportages mais aussi des rubriques décalées grâce au regard de Loïc Prigent, et une interview d'une personnalité du monde de la culture et des arts, le tout mené avec un regard acéré, précis et mordant.";https://str01-m.dpstream.media/s/6943/zzaf---stupéfiant-!-2016-v1-1475861521.jpg;Série Stupéfiant ! streaming,Stupéfiant ! dpstream, Série Stupéfiant ! HD, Stupéfiant ! streaming VF
63;6942;Deep Water;ND;En cours;42 min;;Noah Taylor, Yael Stone, William McInnes;;Australie;1;8;Les détectives Lustigman et Manning sont assignés un meurtre brutal à Bondi, où ils découvrent que le crime en question est associé à tout un tas de morts non résolues et disparitions dans les années 80 et 90.;https://str01-m.dpstream.media/s/6942/deep-water-saison-1-affiche-full-serie-1475830898.jpg;Série Deep Water streaming,Deep Water dpstream, Série Deep Water HD, Deep Water streaming VF
64;6941;Frequency;ND;En cours;42 min;Jeremy Carver;Anthony Ruivivar, Peyton List, Riley Smith;;États-Unis;1;13;"Une jeune femme, inspecteur de police, découvre qu'elle peut communiquer avec son père, mort 20 ans plus tôt, grâce à un transmetteur de radio. Ce duo de flics père-fille va alors tenter, sur deux temporalités distinctes, de résoudre une affaire vieille de plusieurs décennies. Sans se douter des conséquences que cela pourrait avoir sur le présent, et le cours de leurs vies...

Série adaptée du film Fréquence interdite (2000).";https://str01-m.dpstream.media/s/6941/018526.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1475830730.jpg;Série Frequency streaming,Frequency dpstream, Série Frequency HD, Frequency streaming VF
65;6940;No Tomorrow;ND;En cours;42 min;Corinne Brinkerhoff,  Scott McCabe,  Tory Stanton;Joshua Sasse, Tori Anderson, Jesse Rate;;États-Unis;1;13;Evie, une jeune femme qui ne prend jamais de risques dans sa vie personnelle, tombe amoureuse de Xavier, un homme complètement insouciant, qui est persuadé que l'apocalypse est imminente et qui va l'encourager à établir une liste de choses à accomplir avant la fin du monde.;https://str01-m.dpstream.media/s/6940/286962.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1475654129.jpg;Série No Tomorrow streaming,No Tomorrow dpstream, Série No Tomorrow HD, No Tomorrow streaming VF
66;6939;Hyde and Seek;ND;En cours;42 min;Rachel Lang,  Gavin Strawhan;Zoe Ventoura, Emma Hamilton, Matt Nable, Mandy McElhinney;;Australie;1;8;Lorsque son meilleur ami est tué dans une attaque soi-disant par hasard, le détective Gary Hyde se fait la promesse de le venger, avec l'aide précieuse de sa nouvelle partenaire Claire McKenzie.;https://str01-m.dpstream.media/s/6939/hyde-and-seek-1475582927.jpg;Série Hyde and Seek streaming,Hyde and Seek dpstream, Série Hyde and Seek HD, Hyde and Seek streaming VF
67;6938;Conviction;ND;En cours;42 min;Liz Friedlander,  Liz Friedman;Shawn Ashmore, Hayley Atwell, Eddie Cahill;;États-Unis;1;13;Au sein du système judiciaire américain, rien n'est tout noir ou tout blanc. Il suffit de demander à Hayes Morrison, avocate et fille de l'ex-Président des États-Unis. Après avoir été arrêtée pour possession de stupéfiants, elle fait face à un dilemme : aller en prison ou accepter un emploi chez son rival, l'avocat new-yorkais Conner Wallace. Afin d'éviter de teinter la campagne électorale de sa mère, Hayes décide d'accepter l'offre et se retrouve ainsi au sein d'une unité spéciale de la police à travailler avec des experts dans de multiples domaines pour réexaminer des dossiers problématiques.;https://str01-m.dpstream.media/s/6938/090150.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1475569133.jpg;Série Conviction streaming,Conviction dpstream, Série Conviction HD, Conviction streaming VF
68;6937;Too Close to Home;ND;En cours;42 min;Tyler Perry;Brooke Anne Smith, Brad Benedict, Robert Craighead;;États-Unis;1;8;Une jeune femme se voit forcée de revenir à son ancienne vie après que sa carrière politique ne soit mise en péril après une scandale sexuel.;https://str01-m.dpstream.media/s/6937/mv5bmtc0mzk4nzc0ov5bml5banbnxkftztgwmty2ntu5ote@._v1_-1475568715.jpg;Série Too Close to Home streaming,Too Close to Home dpstream, Série Too Close to Home HD, Too Close to Home streaming VF
69;6936;Timeless;ND;En cours;ND;Shawn Ryan,  Eric Kripke;Abigail Spencer, Goran Visnjic, Matt Lanter;;États-Unis;1;13;Un trio improbable, composé d'un professeur d'Histoire, d'un militaire, et d'un scientifique, voyage à travers le temps afin d'arrêter un dangereux criminel, désireux de modifier le cours de l'Histoire telle que nous la connaisson;https://str01-m.dpstream.media/s/6936/200701.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1475568507.jpg;Série Timeless streaming,Timeless dpstream, Série Timeless HD, Timeless streaming VF
70;6935;The Secret Daughter;ND;En cours;42 min;Leah Purcell,  Geoff Bennett,  Paul Moloney;David Field, Jessica Mauboy, Bonnie Sveen;;Australie;1;2;Une chanteuse à temps partiel dans un petit pub fait la rencontre fortuite d'un riche hôtelier, qui engendre des événements qui vont changer sa vie à jamais.;https://str01-m.dpstream.media/s/6935/secret-daughter-1475582974.jpg;Série The Secret Daughter streaming,The Secret Daughter dpstream, Série The Secret Daughter HD, The Secret Daughter streaming VF
