ROW_ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
206;Fontcouverte;ND;Terminée;13 min;;;Drame;France;1;52;Foncouverte est un petit village du sud de la France dont la dernière source est tarie. Tous les habitants quittent le village à l'exception de Balthazar et de sa fille Blanchette qui veulent le sauver de l'abandon et de l'oubli.;http://static.media.dpstream.net/s/6783/fontcouverte-1475047438.jpg;Série Fontcouverte streaming,Fontcouverte dpstream, Série Fontcouverte HD, Fontcouverte streaming VF
207;Les Espions;ND;Terminée;55 min;Sheldon Leonard;Bill Cosby, Robert Culp;;États-Unis;3;82;Cette série met en scène deux agents de la CIA, Kelly Robinson et Alexander Scott. Sous la couverture d'un joueur de tennis et de son entraîneur, ils parcourent le monde au fil de leurs missions. Scott devient un prénom dans la conversation entre les deux amis.;http://static.media.dpstream.net/s/6782/i-spy-1475047357.jpg;Série Les Espions streaming,Les Espions dpstream, Série Les Espions HD, Les Espions streaming VF
208;Les Complices de l'aube;ND;Terminée;ND;;;En cours de classement;France;1;9;«Enquêtes du commissaire Gilles» d'après le roman de Jacques Decrest paru en 1955.;http://static.media.dpstream.net/s/6781/les-complices-de-l'aube-1475046960.jpg;Série Les Complices de l'aube streaming,Les Complices de l'aube dpstream, Série Les Complices de l'aube HD, Les Complices de l'aube streaming VF
209;Captain Nice;ND;Terminée;25 min;Buck Henry;William Daniels;Comédie,En cours de classement;États-Unis;1;15;Surfant sur la mode des super-héros kitchs des années 1960, cette série raconte l'histoire de Carter Nash (William Daniels), un fils à maman chimiste pour la police qui décrouvre une potion magique qui va le transformer en Captain Nice. Captain Nice pourchasse les méchants en étant habillé en pyjama cousu par sa mère. Le nom 'Captain Nice' provient des initiales gravées sur la ceinture de Carter Nash: 'CN.' Captain Nice peut voler, mais il a le vertige. Carter a une petite amie au commissariat: le Sergent Candy Kane. Candy est une simple contractuelle, mais Carter et Captain Nice ne sont pas insensibles à son charme.;http://static.media.dpstream.net/s/6780/captain-nice-1475046761.jpg;Série Captain Nice streaming,Captain Nice dpstream, Série Captain Nice HD, Captain Nice streaming VF
210;Bob Morane (1965);ND;Terminée;26 min;;;Aventure;France;2;26;Cette série met en scène les aventures de Bob Morane, l'homme aux « quarante victoires aériennes », à la fois journaliste, ingénieur, expert dans le maniement des armes et les arts martiaux, qui lutte, souvent avec l'aide de son grand ami Bill Ballantine, a la défense chevaleresque d'une victime en confrontant les dictatures, les dangereux mégalomanes et les sociétés secrètes à travers le monde et occasionnellement, le Temps.;http://static.media.dpstream.net/s/6779/bob-morane-(1965)-1474973783.jpg;Série Bob Morane (1965) streaming,Bob Morane (1965) dpstream, Série Bob Morane (1965) HD, Bob Morane (1965) streaming VF
211;The Catch (2016);ND;En cours;42 min;Jennifer Schuur,  Helen Gregory,  Kate Atkinson;Mireille Enos, Peter Krause, Sonya Walger;Drame,Thriller;États-Unis;1;10;Alice Martin, dont le travail consiste à enquêter sur les fraudes, est sur le point de se marier. Lorsqu'elle découvre que son fiancé est en réalité un escroc particulièrement habile qui a fait d'elle sa dernière victime, elle décide de tout mettre en oeuvre pour le retrouver. Un dangereux jeu du chat et de la souris commence alors...;http://static.media.dpstream.net/s/6778/the-catch-(2016)-1475152325.jpg;Série The Catch (2016) streaming,The Catch (2016) dpstream, Série The Catch (2016) HD, The Catch (2016) streaming VF
212;Houdini & Doyle;ND;En cours;42 min;David Shore,  David Titcher,  David Hoselton;Stephen Mangan, Michael Weston, Rebecca Liddiard;Histoire,Policier,Biopic;États-Unis;1;10;L'amitié entre le romancier Sir Arthur Conan Doyle et le magicien Harry Houdini.;http://static.media.dpstream.net/s/6777/houdini-&-doyle-1474971156.jpg;Série Houdini & Doyle streaming,Houdini & Doyle dpstream, Série Houdini & Doyle HD, Houdini & Doyle streaming VF
213;Murder (2016);ND;En cours;ND;Paul Wright,  Iain Forsyth,  Jane Pollard,  Birger Larsen;Morven Christie, Peter McDonald, Frank Gilhooley, Shauna Macdonald;Drame,Policier;Royaume-Uni;1;4;Lorsque le corps de Rafe Cary est retrouvé au bord de la Tweed, tout laisse croire qu'il s'est noyé par accident. La détective Corinne Evans découvre qu'il a été tué et son frère Léo devient le suspect principal dans cette affaire qui se complique encore plus quand un temoin dit avoir entendu trois vo;http://static.media.dpstream.net/s/6776/murder-(2016)-1475046708.jpg;Série Murder (2016) streaming,Murder (2016) dpstream, Série Murder (2016) HD, Murder (2016) streaming VF
214;Lebowitz contre Lebowitz;ND;En cours;52 min;Laurent Burtin,  Nathalie Suhard,  Jacques Bastier;Clémentine Célarié, Michel Jonasz, Caroline Anglade;Comédie,Drame;France;1;8;Paule est une brillante avocate de 50 ans qui a consacré sa vie au cabinet quelle a créé avec son ex-­mari, Simon Lebowitz. Sa vie bascule le jour où elle découvre que Simon sest secrètement remarié avec Irène, une associée de 20 ans sa cadette, quelle avait elle-­même recrutée. Et lorsque Simon meurt brutalement dune crise cardiaque, Paule et Irène se retrouvent inéluctablement liées pour diriger le cabinet Lebowitz. Deux rivales de taille. Un crêpage de chignon en bonne et due forme pour obtenir leur part de lhéritage de Simon.;http://static.media.dpstream.net/s/6775/lebowitz-contre-lebowitz-1475044272.jpg;Série Lebowitz contre Lebowitz streaming,Lebowitz contre Lebowitz dpstream, Série Lebowitz contre Lebowitz HD, Lebowitz contre Lebowitz streaming VF
215;Les Fous du volant (Wacky Races);ND;Terminée;11 min;William Hanna,  Joseph Barbera;;Animation,Aventure,Comédie;États-Unis;1;34;"Onze bolides participent à des courses déjantées. Malgré les tentatives réitérées des concurrents pour l'emporter de manière malhonnête, en jouant de mauvais tours aux adversaires, Satanas et son chien Diabolo, les personnages principaux, se font systématiquement prendre à leur propre jeu.

-- Titre original : Wacky Races --";http://static.media.dpstream.net/s/6774/les-fous-du-volant-(wacky-races)-1475044024.jpg;Série Les Fous du volant (Wacky Races) streaming,Les Fous du volant (Wacky Races) dpstream, Série Les Fous du volant (Wacky Races) HD, Les Fous du volant (Wacky Races) streaming VF
216;Chasseurs d'Ovnis (Chasing UFOs);ND;Terminée;60 min;;Ben McGee, Erin Ryder, James Fox;Documentaire;États-Unis;1;8;"Une équipe d'enquêteurs formés vise à découvrir la vérité sur les ovnis. 
Le principe consiste à envoyer une équipe enquêter sur les lieux où des observations sont répertoriées.

Liste officielle des épisodes
- 01 x 01 - 20120629-Dans le ciel du Texas (Texas is for Sightings)
- 01 x 02 - 20120629-Secret Défense (Dirty Secrets)
- 01 x 03 - 20120706-Au pays des Cowboys  (Alien Cowboys)
- 01 x 04 - 20120713-Zone d'atterissage (UFO Landing Zone?)
- 01 x 05 - 20120720-Les Lumières de Phoenix  (Abducted in Arizona)
- 01 x 06 - 20120803-La guerre des missiles (Game of Drones)
- 01 x 07 - 20120810-Des aliens dans la jungle (Alien Castaways)
- 01 x 08 - 20120817-La petite créature (Alien Baby Farm)";http://static.media.dpstream.net/s/6773/chasing-ufos-1473850359.jpg;Série Chasseurs d'Ovnis (Chasing UFOs) streaming,Chasseurs d'Ovnis (Chasing UFOs) dpstream, Série Chasseurs d'Ovnis (Chasing UFOs) HD, Chasseurs d'Ovnis (Chasing UFOs) streaming VF
217;Criminal Minds : Beyond Borders;ND;En cours;42 min;Erica Messer;Daniel Henney, Alana De, Gary Sinise;Action ,Drame,Policier,Thriller;États-Unis;1;13;Une équipe d'enquêteurs travaillant au sein d'une division internationale du FBI vient en aide aux citoyens américains qui se trouvent en danger à l'étranger.;http://static.media.dpstream.net/s/6772/criminal-minds-1474966249.jpg;Série Criminal Minds : Beyond Borders streaming,Criminal Minds : Beyond Borders dpstream, Série Criminal Minds : Beyond Borders HD, Criminal Minds : Beyond Borders streaming VF
218;Underground;ND;En cours;42 min;Joe Pokaski;Aldis Hodge, Jurnee Smollett-Bell, Christopher Meloni;Drame,Histoire;États-Unis;1;10;Dans lespoir de trouver la liberté malgré la perspective dun avenir guère glorieux de lautre côté, un groupe d'esclaves dune plantation de Géorgie fait preuve dingéniosité, de courage et de persévérance pour tenter la plus grande évasion de l'histoire. Leurs rêves démancipation se réaliseront-ils ? Noah (Aldis Hodge), un habile forgeron, essaie de rassembler ses pairs pour échafauder un plan dévasion audacieux et risqué. Leur liberté se trouve à près de 1 000 kilomètres. Une distance énorme à parcourir avec des chances de succès très minces et de nombreux dangers et obstacles à prévoir sur leur chemin;http://static.media.dpstream.net/s/6771/underground-1474976817.jpg;Série Underground streaming,Underground dpstream, Série Underground HD, Underground streaming VF
219;Teen Titans Go!;ND;Terminée;22 min;Michael Jelenic,  Aaron Horvath;Hynden Walch, Scott Menville, Khary Payton;Animation,Fantastique;États-Unis;3;156;"Robin, Cyborg, Starfire, Raven et Changelin, alias les Teen Titans, sont des adolescents à priori sans histoires, sauf quils ont pour hobby de sauver le monde !

Info : Teen Titans Go! est une série d'animation inspirée de l'équipe de superhéros créée par DC Comics, les Teen Titans. La série est annoncée à la suite du pic de popularité des courts-métrages des New Teen Titans.
Teen Titans Go! est une série comique de la franchise DC Comics";http://static.media.dpstream.net/s/6770/teen-titans-go!-1474970956.jpg;Série Teen Titans Go! streaming,Teen Titans Go! dpstream, Série Teen Titans Go! HD, Teen Titans Go! streaming VF
220;Slasher;ND;En cours;42 min;Aaron Martin;Katie McGrath, Brandon Jay, Wendy Crewson;Thriller,Epouvante-horreur;États-Unis;1;8;Sarah Bennet retourne dans la petite ville de son enfance, où ses parents ont été sauvagement assassinés. Très vite, une série de meurtres du même acabit se propage et les secrets enfouis depuis longtemps refont surface. Les proches de la jeune femme deviennent tour à tour des suspects ou des victimes, tant et si bien quelle en vient à douter de tous ceux qui lentourent... y compris sa famille.;http://static.media.dpstream.net/s/6769/slasher-56dc94fed38e3-1473938515.jpg;Série Slasher streaming,Slasher dpstream, Série Slasher HD, Slasher streaming VF
221;Horace and Pete;ND;En cours;67 min;Louis C.K.;Edie Falco, Louis C.K., Steve Buscemi;Comédie;États-Unis;1;1;La succession douloureuse dun bistrot miteux et emblématique de Brooklyn, Horace and Pete. Fondé en 1916 et légué de pères en fils et doncles en cousins, ce bar à lancienne refuse les téléphones portables, ne sert pas de cocktails et fout à la porte les hipsters du Williamsburg voisin.;http://static.media.dpstream.net/s/6768/horace-and-pete-1474970068.jpg;Série Horace and Pete streaming,Horace and Pete dpstream, Série Horace and Pete HD, Horace and Pete streaming VF
222;The Aliens;ND;En cours;60 min;;;Comédie,Drame,Fantastique;Royaume-Uni;1;2;"Les extraterrestres sont arrivés sur Terre il y a quarante ans, avant dêtre enfermés dans un ghetto appelé Troy.
Ils y vivent de trafics, de prostitution et de toutes les activités généralement associées au crime organisé. Ces extraterrestres ressemblent exactement aux humains, à un détail près : leurs cheveux sont hautement hallucinogènes lorsquon les fume. Ils se figent dès quun sifflement retentit et se défoncent aux pastilles pour lave-vaisselle.";http://static.media.dpstream.net/s/6767/the-aliens-1474966396.jpg;Série The Aliens streaming,The Aliens dpstream, Série The Aliens HD, The Aliens streaming VF
223;Flaked;ND;En cours;30 min;Will Arnett,  Mark Chappell;Will Arnett, David Sullivan, Ruth Kearney;Comédie,Drame;États-Unis;1;8;Un gourou auto-proclamé  tombe amoureux de la femme de son meilleur ami.;http://static.media.dpstream.net/s/6766/428545-1475061053.jpg;Série Flaked streaming,Flaked dpstream, Série Flaked HD, Flaked streaming VF
224;Aventures dans le monde perdu de Sir Conan Doyle;ND;Terminée;22 min;;;Action ,Animation,Aventure,Science-fiction;Canada, France;1;26;"D'après le roman de Sir Arthur Conan Doyle :

Le professeur Challenger veut prouver l'impossible, l'existence d'un monde préhistorique. Il amène avec lui Margueritte Krux, Ned Malone, un reporter qui cherche un gros article, Lord John Roxton, un chasseur professionnel et le professeur Summerlee, un grand botaniste. Mais au cours de l'expédition il y a un accident avec leur montgolfière et ils se retrouvent coincés dans ce monde perdu. Puis ils rencontrent Veronica, une jeune femme qui vit sur le plateau depuis qu'elle a 9 ans...elle recherche toujours ses parents et a réussi à survivre jusque-là!

Guide des épisodes sur
https://fr.wikipedia.org/wiki/Aventures_dans_le_monde_perdu_de_Sir_Conan_Doyle";http://static.media.dpstream.net/s/6765/aventures-dans-le-monde-perdu-de-sir-conan-doyle-1474971528.jpg;Série Aventures dans le monde perdu de Sir Conan Doyle streaming,Aventures dans le monde perdu de Sir Conan Doyle dpstream, Série Aventures dans le monde perdu de Sir Conan Doyle HD, Aventures dans le monde perdu de Sir Conan Doyle streaming VF
225;Of Kings and Prophets;ND;En cours;42 min;Adam Cooper,  Bill Collage;Ray Winstone, Oliver Rix, Mohammad Bakri;Drame,Histoire;États-Unis;1;13;La saga Biblique du règne du premier roi d'Israël, Saul, de sa chute à la montée en puissance de son successeur, David, un berger, raconté par le prophète Samuel. Vivre dans le pays du miel et du lait n'est pas facile quand on est entouré d'ennemis de toutes parts...;http://static.media.dpstream.net/s/6764/of-kings-1473925560.jpg;Série Of Kings and Prophets streaming,Of Kings and Prophets dpstream, Série Of Kings and Prophets HD, Of Kings and Prophets streaming VF
226;Dossiers Criminels;ND;En cours;50 min;;;Documentaire,Policier,Divertissement,Judiciaire;France;1;13;Disparitions, investigations, traques policières, fugitifs insaisissables, éléments denquête troublants et justice parfois impuissante, comment remonter le fil daffaires traumatisantes pour faire éclater la vérité ? Afin de décrypter des faits divers ayant fait la une des journaux, chaque film de la collection DOSSIERS CRIMINELS lève le voile sur une enquête précise en partant à la rencontre de celles et ceux qui les ont vécues de lintérieur, en interrogeant des proches de victimes, des policiers, des avocats et des experts judiciaires. Une plongée dans ces affaires qui ont choqué lopinion publique riche de témoignages, dimages darchives et de reconstitutions.;http://static.media.dpstream.net/s/6763/dossiers-criminels-1473924482.jpg;Série Dossiers Criminels streaming,Dossiers Criminels dpstream, Série Dossiers Criminels HD, Dossiers Criminels streaming VF
